D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_30_902.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_30_902.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_30_902.jpg,0,0,0,8.983682E-06
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_30_969.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_30_969.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_30_969.jpg,0,0,0,1.018049E-05
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_041.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_041.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_041.jpg,0,0,0,1.217552E-05
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_108.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_108.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_108.jpg,0,0,0,1.300686E-05
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_176.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_176.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_176.jpg,0,0,0,2.209091E-06
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_247.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_247.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_247.jpg,0,0.1416142,0,0.02858687
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_313.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_313.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_313.jpg,0,0.318473,0,0.2129791
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_384.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_384.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_384.jpg,0,0.5700746,0,0.680675
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_451.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_451.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_451.jpg,0,0.7436858,0,1.13869
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_521.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_521.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_521.jpg,0,0.9807031,0,2.025464
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_592.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_592.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_592.jpg,0,1,0,2.733448
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_662.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_662.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_662.jpg,-0.02941176,1,0,3.675646
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_733.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_733.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_733.jpg,-0.02941176,1,0,4.380107
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_801.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_801.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_801.jpg,-0.02941176,1,0,5.310522
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_870.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_870.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_870.jpg,-0.02941176,1,0,6.00368
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_31_938.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_31_938.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_31_938.jpg,-0.03529412,1,0,6.921593
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_006.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_006.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_006.jpg,-0.07058824,1,0,7.604815
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_075.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_075.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_075.jpg,-0.08235294,1,0,8.509413
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_142.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_142.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_142.jpg,-0.1058824,1,0,9.183007
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_211.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_211.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_211.jpg,-0.1294118,1,0,9.852189
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_279.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_279.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_279.jpg,-0.1647059,1,0,10.73671
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_348.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_348.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_348.jpg,-0.2,1,0,11.39407
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_415.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_415.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_415.jpg,-0.2,1,0,12.1786
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_483.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_483.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_483.jpg,-0.2058824,1,0,12.89361
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_553.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_553.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_553.jpg,-0.2058824,1,0,13.51162
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_622.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_622.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_622.jpg,-0.2058824,1,0,14.32818
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_692.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_692.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_692.jpg,-0.2058824,1,0,15.08878
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_762.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_762.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_762.jpg,-0.2058824,1,0,15.93138
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_830.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_830.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_830.jpg,-0.2058824,1,0,16.50414
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_899.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_899.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_899.jpg,-0.2,1,0,17.34759
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_32_967.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_32_967.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_32_967.jpg,-0.1941176,1,0,18.00582
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_33_034.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_33_034.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_33_034.jpg,-0.1941176,1,0,18.59969
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_33_104.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_33_104.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_33_104.jpg,-0.1941176,1,0,19.42095
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_33_171.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_33_171.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_33_171.jpg,-0.1941176,1,0,20.04951
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_33_240.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_33_240.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_33_240.jpg,-0.1941176,1,0,20.85707
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_33_309.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_33_309.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_33_309.jpg,-0.1941176,1,0,21.43641
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_33_379.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_33_379.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_33_379.jpg,-0.1941176,1,0,22.23205
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_33_448.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_33_448.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_33_448.jpg,-0.1941176,1,0,22.83887
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_33_515.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_33_515.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_33_515.jpg,-0.1941176,1,0,23.6179
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_33_583.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_33_583.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_33_583.jpg,-0.1941176,1,0,24.19473
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_33_651.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_33_651.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_33_651.jpg,-0.1941176,1,0,24.77586
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_33_720.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_33_720.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_33_720.jpg,-0.1941176,1,0,25.5412
D:\nanodegree\proj4\drivingGit\behaviour\IMG\center_2019_11_29_14_37_33_787.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\left_2019_11_29_14_37_33_787.jpg,D:\nanodegree\proj4\drivingGit\behaviour\IMG\right_2019_11_29_14_37_33_787.jpg,-0.1882353,1,0,26.11169
